ID,タイプ,SKU,"GTIN, UPC, EAN, or ISBN",名前,公開済み,オススメですか ?,カタログでの表示,簡単な説明,説明,セール価格の開始日,セール価格の終了日,課税ステータス,税区分,在庫の有無,在庫,在庫量わずか,お取り寄せを許可する ?,個別に販売しますか ?,重量 (kg),長さ(cm),幅 (cm),高さ (cm),カスタマーレビューを許可しますか ?,注意事項,セール価格,標準価格,カテゴリー,タグ,配送クラス,画像,ダウンロード制限,ダウンロード有効期限日,親,セット販売商品,アップセル,クロスセル,外部 URL,ボタンのテキスト,位置
,simple,,,学習塾問題データベース,1,0,visible,タブレットとプリントでどんどん解けて、基礎が定着！ぐんぐん伸びて、入試へ準備！,"サービス概要

学習塾問題データベースは、塾の先生の要望に応えて入試対策を強化し、基礎学力を定着させ、生徒や教室に合わせた効果的な使用が可能です。問題プリント、模擬試験、学習記録管理など多様な機能もあり、プリントもカスタマイズ可能で、タブレットでも使用でき、どこでも学習が可能です。
サービスの特長

特長１

入試対策に特化
特長２

基礎学力定着
特長３

効果的なカスタマイズ",,,taxable,,0,,,0,0,,,,,1,,,,教材作成,業務の効率化,,https://edu-match.com/wp-content/uploads/mondaidb-logo.webp,,,,,,,,,100
,simple,,,フォレスタ悟空,1,0,visible,生徒の学習だけでなく、先生の授業の“質”までをも評価するソリューション！,"サービス概要

デジタル化により、手間を軽減しつつ、精密な学習管理が実現可能となります。授業の進行度や理解度をリアルタイムで確認し、保護者への通知まで一つのツールで行えます。生徒の学習状況、そして先生の授業に対する評価も可能です。
サービスの特長

特長１

デジタル移行で高精度管理
特長２

リアルタイム進度把握
特長３

成績アップの手がかり提供",,,taxable,,0,,,0,0,,,,,1,,,,授業管理,業務の効率化,,https://edu-match.com/wp-content/uploads/goku-logo.webp,,,,,,,,,100
,simple,,,フォレスタ出勤簿,1,0,visible,労務管理の負荷を軽減し、勤務記録の正確性を向上！,"サービス概要

講師の勤務状況、授業以外の時間、給与、交通費を簡易的に記録し、正確に算出できます。準備や片付け時間の記録、週次の勤怠確認メールも対応可能です。
サービスの特長

特長１

講師勤務状況の正確記録
特長２

準備・片付け時間対応
特長３

勤怠確認メール機能",,,taxable,,0,,,0,0,,,,,1,,,,その他,業務の効率化,,https://edu-match.com/wp-content/uploads/shukkinbo-logo.webp,,,,,,,,,100
,simple,,,フォレスタデータベース,1,0,visible,データに基づく科学的な塾経営をバックアップ！,"サービス概要

学習塾の3大経費を削減するため、煩雑な作業をシステム化し、自動コマ割り、成績管理、請求管理、商圏把握地図・入塾検討者集計などを行う教育サービスを提供します。
サービスの特長

特長１

人件費削減・システム化
特長２

成績管理・一元化
特長３

商圏把握・広告戦略活用",,,taxable,,0,,,0,0,,,,,1,,,,その他,業務の効率化,,https://edu-match.com/wp-content/uploads/database-logo.webp,,,,,,,,,100
,simple,,,まなブリッジドリル,1,0,visible,「まなブリッジ！ ドリル」は学習のノウハウを凝縮した生徒ひとりひとりの教育指導に特化したデジタル教材です。,"サービス概要

開成教育グループのノウハウを活用したデジタル教材で、学生の個別学習に対応します。タブレットやPCで利用可能で、学習の進捗や理解度をデータで把握し、個々の指導に活用します。多様な問題形式や自動採点、解答データの分析などを提供します。
サービスの特長

特長１

教材の作成・編集から受講者管理まで全てカバー
特長２

多様な問題形式に対応
特長３

解答データ収集＆分析で生徒の指導に活かせる",,,taxable,,0,,,0,0,,,,,1,,,,教材作成,業務の効率化,,https://edu-match.com/wp-content/uploads/no-image-logo1.webp,,,,,,,,,100
,simple,,,wagaco（ワガコ）,1,0,visible,スクールと保護者のコミュニケーションを円滑に！業務負担軽減まで叶うツールです,"サービス概要

スクール管理者が抱える負担や課題を解決するICTツールwagacoは全国2200教室で導入いただいています！

サービスの特長

特長１

誰でも直感で使えるシンプルなデザイン
特長２

生徒人数に関わらず定額制
特長３

安心のサポート体制でフォロー
相性が良くない塾・今後の改善点

少人数制のスクールや学習塾",,,taxable,,0,,,0,0,,,,,1,,,,その他,業務の効率化,,https://edu-match.com/wp-content/uploads/wagaco-logo1.webp,,,,,,,,,100
,simple,,,atama＋（アタマプラス）,1,0,visible,"「AI×人間の先生」 全国3,400以上の塾教室で採用されています。","サービス概要

学習塾の先生向けに、学習支援サービスを提供するサイトです。豊富な教材を活用し、学習者のニーズに合わせたカスタマイズされたプログラムを提供します。学習者の成長をサポートするため、専門性の高い指導を提供します。
サービスの特長

特長１

教育サービスを提供するプロフェッショナルなチーム
特長２

学習塾の先生のニーズに合わせたカスタマイズ可能なサービス
特長３

専門家が提供する高品質なサポート",,,taxable,,0,,,0,0,,,,,1,,,,AI学習,業務の効率化,,https://edu-match.com/wp-content/uploads/atama-plus-logo.webp,,,,,,,,,100
,simple,,,オンライン英会話講師派遣サービス「CBEA ONLINE（シービーイーエーオンライン）」,1,0,visible,オンラインスクールの導入・企業研修のための講師派遣サービス,"サービス概要

弊社は、コロナ禍によるオンライン授業の需要の高まりや、企業研修としての英語教育の重要性を受け、英会話講師の派遣サービスを提供しています。フィリピンの語学学校で英語教師として活躍した人材を派遣し、低価格で塾や英会話教室、企業様に講師を提供しています。月額50,000円～60,000円で派遣を行っています。
サービスの特長

特長１

フィリピンの語学学校で英語教師として活躍した人材
特長２

人件費の低コスト化を実現
特長３

講師一人あたり月額50,000円～60,000円にて派遣",,,taxable,,0,,,0,0,,,,,1,,,,その他,人材不足の解消,,https://edu-match.com/wp-content/uploads/onlinekoushi-haken-logo.webp,,,,,,,,,100
,simple,,,オンライン英会話KYO-KAI OnE（キョウカイワン）,1,0,visible,外国人講師とマンツーマンで学ぶまったく新しいオンライン英会話,"サービス概要

東京都中学校英語スピーキングテスト（ESAT-J）の対策レッスンを提供するオンライン英会話サービス。完全マンツーマン授業で、日本人スタッフによる管理と教育、独自開発システムを使用し、安心・安全な運用が可能。レベルに合わせたレッスンを行い、英語４技能を身につけることができます。
サービスの特長

特長１

完全マンツーマン授業
特長２

新学習指導要領対応テキストと完全連動
特長３

学習進捗に合わせたレッスンが可能",,,taxable,,0,,,0,0,,,,,1,,,,その他,双方向リアルタイムオンライン授業を提供,,https://edu-match.com/wp-content/uploads/no-image-logo1.webp,,,,,,,,,100
,simple,,,CHATTY（チャッティー）,'-1,0,visible,講師の優しさ度「98％」で、また話したくなる継続率の高いオンライン英会話,"サービス紹介動画


https://www.youtube.com/watch?v=OlXLwD6TZps


サービス概要

オンライン英会話「CHATTY」は講師の優しさ度「98％」で、生徒が継続的に英語を話したいと思えるように導きます。
単なるYes/No・リピート応答の英会話ではなく、生徒の主体的な発話を促すことで、英語のコミュニケーション能力を高めます。
さらに、英語学習の楽しさを重視し、子供たちが自発的に学び続ける環境を提供します。
講師は、生徒一人一人に笑顔で接し、間違いを恐れずに話す勇気を育みます。
これにより、生徒の学習意欲と成績が向上し、自然と継続率も高まります。
CHATTYは、質の高い講師陣と継続的な学習を通じて、英語の習得をサポートします。
サービスの特長

特長１

講師の優しさ度「98％」
特長２

レッスン料は受講して頂いた分だご請求
特長３

脱Yes／No・リピート英会話
相性が良くない塾・今後の改善点

定額受け放題や、ご自宅での受講をお考えの方
オススメの活用法


・ 学校で学習している文法項目に沿った英会話レッスンをお考えの方


・ 英検二次試験の面接対策などマンパワーの課題を解決したい方

料金体系

非公開　詳しくは個別説明にてお伝えいたします。
導入を検討されている方へのメッセージ

現在、個別説明会を開催中です。
下記よりお問い合わせください。
https://timerex.net/s/005355higashino-ta_b97f/dde17632",,,taxable,,1,,,0,0,,,,,1,,,,その他,双方向リアルタイムオンライン授業を提供,,https://edu-match.com/wp-content/uploads/chattyonline_logo01.webp,,,,,,,,,10
,simple,,,オンライン英会話OLECO・GeT（オレコ・ゲット）,1,0,visible,新しい学習指導要領に対応 学習塾専用のオンライン英会話,"サービス概要

OLECOは、英語4技能を学べるオンラインマンツーマンレッスンを提供し、グローバル化の進むこれからの英語学習で悩みを解決します。外国人講師とICTを取り入れた新しいコンテンツを提供し、外国人雇用のコスト&リスクを軽減できます。
サービスの特長

特長１

英語4技能に対応したコンテンツを提供
特長２

外国人雇用のコスト&リスクを軽減
特長３

ICTを取り入れた新しいサービス",,,taxable,,0,,,0,0,,,,,1,,,,その他,双方向リアルタイムオンライン授業を提供,,https://edu-match.com/wp-content/uploads/oleco-logo.webp,,,,,,,,,100
,simple,,,スクパス（SCHPASS）,1,0,visible,いま塾業界でユーザー満足度No.1のスクール・教育施設向け管理システムです 生徒・保護者とじっくり向き合う時間を,"サービス概要

スクパスは、スマホ・アプリをフル活用し、保護者と確実な連絡を取れるサービスです。カスタマイズ性に優れ、10種類以上の多彩な機能から必要なものだけを選択できます。また、オリジナルアプリを格安で提供し、他塾との差別化を図ることが可能です。
サービスの特長

特長１

スマホ・アプリのフル活用
特長２

必要な機能のカスタマイズ
特長３

オリジナルアプリで差別化",,,taxable,,0,,,0,0,,,,,1,,,,コミュニケーション,保護者とのコミュニケーションの円滑化,,https://edu-match.com/wp-content/uploads/schpass-logo.webp,,,,,,,,,100
,simple,,,すらら,1,0,visible,人×AIで真に個別最適化された指導の実現をサポートします！,"サービス概要

AI教材「すらら」は、個々の理解度、定着度、活用力に応じた学習体験を提供します。教科ごとの深い理解や4技能対応の英語学習を目指し、AIとアニメーションを活用した楽しい学習環境を提供。さらに、詳細な学習管理機能で教師の役割を支援し、学習塾向け教材として進化し続けます。
サービスの特長

特長１

少ない生徒数でも利益を上げられる低損益分岐点経営
特長２

「生徒中心型学習」が実現できる塾
特長３

他教材の利用が可能なため、変化の大きい時代にも対応。
相性が良くない塾・今後の改善点

AI教材に抵抗感のある塾は難しいかもしれません",,,taxable,,0,,,0,0,,,,,1,,,,教材作成,新規生徒の増加,,https://edu-match.com/wp-content/uploads/jukusurala-logo.webp,,,,,,,,,100
,simple,,,デキタス・コミュ,1,0,visible,小学生・中学生・高校生向け WEB演習システム「デキタス・コミュ」,"サービス概要

小学3年生から高校3年生を対象とした学習塾向けWEB演習システムです。スマートフォンやタブレットを使って、短時間でも効率的な学習を進められます。3レベルに分かれた1問1答形式の問題が豊富に搭載され、「対戦」機能で競い合いながら学習できます。「課題」機能で手軽に課題の作成・配信が可能で、指導時間を有効活用できます。
サービスの特長

特長１

効率的な学習サポート
特長２

課題作成・配信機能
特長３

対戦で学習意欲アップ",,,taxable,,0,,,0,0,,,,,1,,,,教材作成,人材不足の解消,,https://edu-match.com/wp-content/uploads/dekituscomm-logo.webp,,,,,,,,,100
,simple,,,デキタス,1,0,visible,教育の未来を支援するオンライン学習教材「デキタス」,"サービス概要

「デキタス」は、教育改革に対応するためのツールで、授業動画や演習問題などを搭載。学習内容の理解を目的に開発され、学び本来の楽しさを体感し、自ら学ぶ意欲を持った児童・生徒を育成する。城南進研グループの講師陣による監修で、ポイントを押さえた授業と選りすぐりの良問で学習内容をしっかりと身につけられます。
サービスの特長

特長１

60年の実績の城南進学研究社
特長２

5教科の授業動画・演習問題
特長３

定期テスト対策機能搭載",,,taxable,,0,,,0,0,,,,,1,,,,教材作成,人材不足の解消,,https://edu-match.com/wp-content/uploads/dekitus-logo.webp,,,,,,,,,100
,simple,,,教科書準拠の映像授業eduplus（エデュプラス）,1,0,visible,（株）学書発刊の教材を解説した映像教材。 小・中学生は教科書準拠対応！,"サービス概要

学書発刊の小学生ワーク・newBASICなどの教科書準拠教材を解説した映像教材です。

対象は小学4年生から高校生までとなっており、幅広くお手軽にご利用することができます。

サービスの特長

特長１

教科書準拠ワークに対応しています。
特長２

タブレット・スマホで受講が可能です。
特長３

自宅でも受講することができます。
相性が良くない塾・今後の改善点

教えすぎは禁物！学習管理を中心とした指導",,,taxable,,0,,,0,0,,,,,1,,,,教材作成,業務の効率化,,https://edu-match.com/wp-content/uploads/eduplus-logo-1.webp,,,,,,,,,100
,simple,,,子ども向けオンライン英会話GLOBAL CROWN（グローバルクラウン）,1,0,visible,3歳から12歳までを対象とした完全オンライン型英会話スクール,"サービス概要

GLOBAL CROWNは、日英バイリンガルのマンツーマン講師による日本語サポート付きの英語学習サービスです。英検対応のカリキュラムやAIによる発音チェックなどの教材も豊富に取り揃え、半年継続率94%（業界平均の約2倍）の圧倒的な実績を誇ります。20分レッスンや子どもにモテる魅力的な先生とのマッチング、ゲーム性などを取り入れた夢中メソッド®️で、お子さまのやる気を維持します。
サービスの特長

特長１

バイリンガルマンツーマン講師
特長２

英検対応カリキュラム・AI
特長３

夢中メソッド®️・20分レッスン",,,taxable,,0,,,0,0,,,,,1,,,,その他,双方向リアルタイムオンライン授業を提供,,https://edu-match.com/wp-content/uploads/global-crown.webp,,,,,,,,,100
,simple,,,先生のBUKA（ブカ）～優秀な部下としての教育現場用AI～,1,0,visible,ChatGPT搭載の学習塾支援サービス～優秀な部下としての教育現場用AI～,"サービス概要

「先生のBUKA」は、教育現場での利用に特化したChatGPTコミュニケーションツールです。ChatGPTで業務の効率化を図り、先生は対面の生徒指導や面談などに注力できます。
サービスの特長

特長１

AIが生成した内容を先生が確認できる！
特長２

AI出力を完全カスタマイズ
特長３

生徒の利用状況を可視化
相性が良くない塾・今後の改善点

最終確認には先生の目が必要。
オススメの活用法

生徒からの悩みや質問事項への一次対応文面案の生成や小論文、英作文の添削指導、保護者様、生徒さんへのお知らせ配信の文面作成など、さまざまな業務に活用できます。
料金体系

□基本使用料（9,350円）
※ただし、初期システム導入費（使い方の研修含む）として、導入時のみ19.800円を頂戴します。
導入を検討されている方へのメッセージ

学習塾に特化した、生徒と先生のコミュニケーションに焦点を当てたサービスです！
教育特化のデジタル専門家集団（＝教育DXラボ）が開発しておりますので、安心してお使いいただけます。",,,taxable,,1,,,0,0,,,,,1,,,,AI学習,業務の効率化,,"https://edu-match.com/wp-content/uploads/seiseinobuka-logo.webp, https://edu-match.com/wp-content/uploads/seiseinobuka01.webp, https://edu-match.com/wp-content/uploads/seiseinobuka02.webp",,,,,,,,,98
,simple,,,マイスタディ,1,0,visible,いつでもどこでもアプリで学習,"サービス概要

中学英語・理科・社会の問題を標準搭載し、オリジナル問題の作成・配信も可能な教育サービス。Excelを使ってカンタンに問題を作成し、スマホやタブレット、PCなどでいつでも学習でき、正解者を分かりやすく表示します。先生も生徒も自由に問題を作成でき、スマートフォンで撮影した授業動画をクラスの生徒に配信可能。教材と連動した豊富な映像学習も可能です。
サービスの特長

特長１

オリジナル問題作成・配信
特長２

クイズ番組形式の学習
特長３

授業動画の手軽な配信",,,taxable,,0,,,0,0,,,,,1,,,,教材作成,実写の映像授業を提供,,https://edu-match.com/wp-content/uploads/my-study-logo.webp,,,,,,,,,100
,simple,,,塾シル,1,0,visible,【入塾率30%以上】成果報酬型で安定的な生徒募集を実現します,"サービス概要

教室ごとに興味のある生徒・保護者の問い合わせを実現します。チェックマークで安易に複数の資料請求を誘発しないので、「問い合わせが来たけど連絡が取れない」「営業の強い他塾に取られてしまった」というリスクは低いポータルサイトです。
成果報酬のため、初期費用・ランニングコストはかかりません。生徒募集の1経路としてご活用ください。
サービスの特長

特長１

駅・地域・現在地から学習塾を検索
特長２

オンライン塾・オンラインコースも掲載可能
特長３

インタビューなどオリジナル情報が豊富
相性が良くない塾・今後の改善点

他塾との差別化ポイントがない塾
オススメの活用法

運用型広告ではないので、開校／閉校など大きな情報変更以外にお手間が発生することはございません。
料金体系

成果報酬型（反響ごと課金）
・資料請求7,000円
・電話問合せ8,000円
・体験授業予約12,000円
※初期費用は不要です。
導入を検討されている方へのメッセージ

有料契約で12,500教室(2024年8月時点)以上の掲載を誇ります。個人塾から大手塾、さらにオンライン塾まで全国の学習塾経営者にご利用いただいています。
塾様の公式サイトと合わせて、生徒募集の1経路としてご活用ください。",,,taxable,,1,,,0,0,,,,,1,,,,その他,新規生徒の増加,,https://edu-match.com/wp-content/uploads/jukushiru_logo.webp,,,,,,,,,98
,simple,,,塾ナビ,1,0,visible,塾（学習塾）、予備校選びは塾ナビ！小学生・中学生・高校生のあなたにピッタリの塾（学習塾）、予備校を探せます。,"サービス概要

学習塾の先生向けに、学習支援サービスを提供するサイトです。豊富な教材を活用し、学習者のニーズに合わせたカスタマイズされたプログラムを提供します。学習者の成長をサポートするため、専門性の高い指導を提供します。
サービスの特長

特長１

塾・予備校検索サイト利用者数No.1
特長２

全国の塾、予備校を網羅
特長３

口コミ、塾のランキング情報が満載",,,taxable,,0,,,0,0,,,,,1,,,,その他,新規生徒の増加,,https://edu-match.com/wp-content/uploads/jyukunavi-logo.webp,,,,,,,,,100
,simple,,,テラコヤプラス,1,0,visible,塾・学習塾を探すならテラコヤプラス,"サービス概要

「テラコヤプラス by Ameba」は、塾・予備校など学習塾情報の総合サイト。料金、講師情報、口コミを詳細に掲載し、保護者や子どもが最適な習い事を見つけられるサービスを提供しています。
サービスの特長

特長１

多角的な習い事情報提供
特長２

定期的なユーザーアンケート実施
特長３

地域別塾選びの解説公開",,,taxable,,0,,,0,0,,,,,1,,,,その他,新規生徒の増加,,https://edu-match.com/wp-content/uploads/terakoya-logo.webp,,,,,,,,,100
,simple,,,Studyplus for School（スタディプラスフォースクール）,1,0,visible,これからの教室を支える学習管理プラットフォーム,"サービス概要

生徒を褒める機会を最大化するコミュニケーションサービスです。生徒が利用するアプリStudyplusと、先生が利用するStudyplus for Schoolを繋ぐことで、生徒の日々の努力に気づき褒めることができ、コミュニケーションが活性化します。学習PDCAサイクルを支援し、効率的な学習管理をバックアップします。
サービスの特長

特長１

生徒の情報や学習記録をデジタル化
特長２

生徒のあらゆる情報をビジュアル化
特長３

生徒・保護者との非同期コミュニケーション
相性が良くない塾・今後の改善点

オペレーションの改善改良が伴わない場合",,,taxable,,0,,,0,0,,,,,1,,,,授業管理,業務の効率化,,https://edu-match.com/wp-content/uploads/studyplus_logo1.webp,,,,,,,,,100
,simple,,,Comiru / ComiruAir / ComiruHR（コミル / コミルエアー / コミルエイチアール）,1,0,visible,「教える」をなめらかに 塾経営にまつわる業務のデジタル化を推進し 塾と生徒が向き合う本来の時間を創出します,"サービス概要

「Comiru」は、保護者との信頼関係を築くコミュニケーション機能、塾運営を効率化する業務管理機能、生徒獲得支援機能を提供するサービスです。
サービスの特長

特長１

保護者との適切なコミュニケーションで信頼関係を築く
特長２

塾運営に必要なルーティーン業務をシンプルで効率よくスマートに
特長３

保護者との適切なコミュニケーションで信頼関係を築く",,,taxable,,0,,,0,0,,,,,1,,,,コミュニケーション,保護者とのコミュニケーションの円滑化,,https://edu-match.com/wp-content/uploads/comiru-logo.webp,,,,,,,,,100
,simple,,,スタディサプリ 学習塾向けサービス,1,0,visible,塾の経営をサポートするICT教材を気軽に導入するならスタディサプリ,"サービス概要

スタディサプリは、2022年3月から学習塾の皆様をサポートするサービスの提供を開始しました。個々の弱点に対応した指導を低価格で提供し、学習時間の質向上を共に目指します。スタディサプリの価値は学習塾特有の利点を強化することで生まれます。
サービスの特長

特長１

弱点を細かく把握する
特長２

生徒の状況を可視化する
特長３

弱点克服を実現する武器提供",,,taxable,,0,,,0,0,,,,,1,,,,教材作成,業務の効率化,,https://edu-match.com/wp-content/uploads/no-image-logo1.webp,,,,,,,,,100
,simple,,,iCC systems（アイシーシーシステムズ）,1,0,visible,​いままでやっていた塾の業務がサクサク!,"サービス概要

『iCCシステムズ』は、学習塾を経営し結果を出すための、(株)アイキューブが開発した統合基幹業務システムです。デジタル化により、業務効率をUPし、コストを削減。保護者様に安心を提供し、塾の経営や生徒の成績をサポート。事務処理を統一化し、15のコンテンツで管理をスムーズに行えます。
サービスの特長

特長１

効率UP・コスト削減
特長２

保護者への安心提供
特長３

経営・成績サポート",,,taxable,,0,,,0,0,,,,,1,,,,その他,業務の効率化,,https://edu-match.com/wp-content/uploads/no-image-logo1.webp,,,,,,,,,100
,simple,,,受験コンパス,1,0,visible,もう大学受験に迷わない 大学受験を視覚化させる学習計画作成システム,"サービス概要

受験コンパスは大学受験の分析を行い、それを先生と生徒に視覚化することで、今までの先生の頭の中にだけあった計画を明確にし、ブラックボックスだった大学受験を照らします。

【機能一覧】
吝受験コンパスは、3つの視覚化を実現します
・志望校との差を視覚化
・やるべきことを視覚化
・学力の成長を視覚化

吝合格までの指導ルートが見える参考書フローチャート
受験コンパス分析チームが毎年改善を重ねる最も評価の高いツール。
科目別勉強法や推奨参考書ルート・レベル・勉強時間を表示。
これがあれば科目知識が上昇し、生徒指導に役立ちます。
サービスの特長

特長１

全国すべての大学・学部・学科に対応
特長２

大手予備校レベルの過去問・参考書分析
特長３

大学受験の専門コンサルタントによる支援
相性が良くない塾・今後の改善点

毎年過去問や参考書を分析しています。
オススメの活用法

受験コンパスを使って大学受験コースを立ち上げることで、高校部を新たな経営の柱にできます。
具体的には、
★高校部の生徒数が2倍に
★個別指導の月謝が予備校並みに
といった実績が次々と出ています。
料金体系

詳細はお問い合わせください。
導入を検討されている方へのメッセージ

受験コンパスは、高校部の立ち上げや強化に最適なツールです。
教室の規模を問わず、全国の学習塾で導入されており、数々の逆転合格を実現させています。
✅高校部をつくりたいが、ノウハウがない
✅高校卒業まで生徒の面倒を見たい
✅中学生の人数がジワジワと減っている
上記のようなお悩みをお持ちの方は、ぜひ一度お問い合わせください。",,,taxable,,1,,,0,0,,,,,1,,,,授業管理,"新規生徒の増加, 人材不足の解消, 業務の効率化, 授業外における家庭学習の充実",,"https://edu-match.com/wp-content/uploads/jukencompass_logo.webp, https://edu-match.com/wp-content/uploads/jukencompass_02.webp, https://edu-match.com/wp-content/uploads/jukencompass_03.webp, https://edu-match.com/wp-content/uploads/jukencompass_05.webp, https://edu-match.com/wp-content/uploads/jukencompass_01.webp, https://edu-match.com/wp-content/uploads/jukencompass_04.webp",,,,,,,,,10
,simple,,,eトレsa（イートレエスエー）,1,0,visible,極上の演習で生徒の学力を上げ これからも「在り続ける」 強い塾をデザインする,"サービス概要

ｅトレは、25万ぺージ120万題の問題データベースを収録し、学年・科目混在での同時演習も可能な教室の指導になじみやすい塾や学校専用の演習システムです。カリキュラム作成から学習管理、保護者へのフィードバックまでを一元化し、生徒の学力アップに抜群の効果を発揮します。
サービスの特長

特長１

豊富なデータベースと集中力が続くプリント構成
特長２

学年・科目混在での同時演習も、先生１人で進行できる
特長３

個別対応カリキュラムで継続的な収益化をサポート",,,taxable,,0,,,0,0,,,,,1,,,,教材作成,人材不足の解消,,https://edu-match.com/wp-content/uploads/no-image-logo1.webp,,,,,,,,,100
,simple,,,オンライン英会話 AIC Online English（エーアイシーオンラインイングリッシュ）,1,0,visible,「わかる」から「使える」へ 真の英語力を身につけるオンライン英会話,"サービス概要

外国人講師と行う1回15分のマンツーマンオンライン英会話です。小学生低学年から高校生まで幅広いコースをご用意。
教室授業で学習した内容をベースに実際にオンライン英会話で使ってみます。単語の学習、会話文の練習、重要な表現の練習などを行います。

サービスの特長

特長１

教室授業で学習した内容をもとに行う復習型
特長２

1回15分 外国人講師 オンライン
特長３

二次面接対策コースも好評
相性が良くない塾・今後の改善点

予約操作など少なからず手間が発生します。",,,taxable,,0,,,0,0,,,,,1,,,,その他,双方向リアルタイムオンライン授業を提供,,https://edu-match.com/wp-content/uploads/aic-online-logo.webp,,,,,,,,,100
,simple,,,読むとくメソッド®ことばの学校,1,0,visible,読書で国語の読解の力を伸ばすことばの学校,"サービス概要

「ことばの学校」が開発した、子どもたちに効率的に読書をさせるための学習システムです。厳選された良書を読み、語彙の養成、読解力の涵養を行う読書ワークと、語彙量・読書速度の伸びを半年に一度診断する読書指数®診断を提供し、だれでも楽しく集中して読書ができる（たくさんの本が読める）サービスです。
サービスの特長

特長１

いつでも開講できる！
特長２

高い入会率・継続率
特長３

こだわりの教材",,,taxable,,0,,,0,0,,,,,1,,,,教材作成,人材不足の解消,,https://edu-match.com/wp-content/uploads/kotobanogakko-logo.webp,,,,,,,,,100
,simple,,,L-comi（エルコミ）,1,0,visible,LINE・メール両対応のスクール向け入退室管理システム,"サービス概要

L-comiは、LINEやメールで保護者様に入退室の通知を行えるスクール専門の入退室システムです。月額3,000円から利用可能で、入室ポイント機能やメッセージ配信、ポイント管理、タイムカード管理などの便利な機能を搭載しています。
サービスの特長

特長１

LINEで入退室通知
特長２

メッセージ配信
特長３

ポイント管理",,,taxable,,0,,,0,0,,,,,1,,,,コミュニケーション,保護者とのコミュニケーションの円滑化,,https://edu-match.com/wp-content/uploads/no-image-logo1.webp,,,,,,,,,100
,simple,,,KoBETool（コベツール）,1,0,visible,個別指導塾のコマ管理ならWEBシステムのコベツール,"サービス概要

KoBEToolは、個別指導塾の管理業務を劇的に効率化できるサービスです。授業管理・コマ管理などを自動化し、欠席・振替の管理、生徒配布予定表の自動作成、教室ごとのカスタマイズなどが可能で、導入コスト￥０、申し込み当日からご利用可能です。
サービスの特長

特長１

個別指導に特化
特長２

導入のしやすさ
特長３

オンラインでスケジュール確認",,,taxable,,0,,,0,0,,,,,1,,,,その他,スタッフとのコミュニケーションの円滑化,,https://edu-match.com/wp-content/uploads/kobetool-logo.webp,,,,,,,,,100
,simple,,,教科書ナビ,1,0,visible,高校部開講・運用サポートサービス,"サービス概要

学校の定期試験対策を軸にした高校部を開設することで、在籍する中3生の高校部継続率と高1・高2生の滞留率を上げていきます。
そのためのノウハウを詰め込んだコンテンツとなっており、高3まで確実に繋いでいくことで、「収益の上がる高校部」「大学受験まで通える塾」を実現します。
サービスの特長

特長１

高校の授業の予習用映像授業
特長２

学校の進度にピッタリ合った指導が可能
特長３

定期試験対策用ツールが充実
相性が良くない塾・今後の改善点

対人授業に拘りがある場合",,,taxable,,0,,,0,0,,,,,1,,,,教材作成,実写の映像授業を提供,,https://edu-match.com/wp-content/uploads/ap-navi_logo.webp,,,,,,,,,100
,simple,,,home-t（ホムティ）,1,0,visible,学習塾を運営する会社が作った、学習塾のための動画学習システム,"サービス概要

""home-t""は学習塾の先生と生徒向けに、学習状況を把握し、モチベーションを高める教育サービスを提供します。講師専用の管理画面から学習状況を把握でき、生徒向けには視聴時間ランキングを見ることができます。
サービスの特長

特長１

プロ講師のわかりやすい授業
特長２

1本約5分なので飽きない
特長３

ネーミング自由、動画の追加自由",,,taxable,,0,,,0,0,,,,,1,,,,教材作成,実写の映像授業を提供,,https://edu-match.com/wp-content/uploads/home-t-logo.webp,,,,,,,,,100
,simple,,,DOJO（ドウジョウ）,1,0,visible,タブレット学習と先生のサポートで学力アップの基礎固め！,"サービス概要

AI搭載タブレット学習で、学習診断テストにより最適なレベルからスタート。最新のAIが得意・不得意を自動判定し、専任講師が丁寧なサポートで勉強へのやる気を引き出す。教室授業で集中力を持続し、基礎力・自学力・得点力を身につける。リーズナブルな授業料で安心の学習を提供。
サービスの特長

特長１

AI搭載タブレット学習
特長２

専任講師のサポート
特長３

リーズナブルな授業料",,,taxable,,0,,,0,0,,,,,1,,,,教材作成,人材不足の解消,,https://edu-match.com/wp-content/uploads/dojo-logo.webp,,,,,,,,,100
,simple,,,ウィングネット,1,0,visible,映像授業を、一歩前へ。 知識の組み合わせ方を学び、体系化することで新時代に必要な学びのすべてを網羅する。,"サービス概要

ウイングネットでは、「志望校別」「学力別」「定期テスト対策・入試対策などの目的別」に最適な一人ひとりの「学び」を提供し、「自ら学ぶ習慣」を大切にし、「志望校合格」を勝ち取る力を育てます。
サービスの特長

特長１

質の高い授業
特長２

幅広い学びをご提供
特長３

全てのニーズに応える",,,taxable,,0,,,0,0,,,,,1,,,,教材作成,実写の映像授業を提供,,https://edu-match.com/wp-content/uploads/no-image-logo1.webp,,,,,,,,,100
